oad_Type,Road_Condition,Weather_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,T_Junction,Crossing,Stop_Signal,Railway_Crossing,Speed_Breaker,Severity_Level
Rural,Dry,Fog,28,40,Bus,24,94,30,0,0,0,1,1,Medium
Rural,Wet,Cloudy,36,40,Car,27,68,63,0,1,1,0,1,Low
Rural,Wet,Storm,61,40,Truck,20,98,14,1,0,0,1,0,High
Urban,Wet,Sunny,77,50,Truck,30,39,77,1,0,0,0,1,Medium
Urban,Dry,Cloudy,77,50,Car,27,54,86,1,1,0,1,1,Medium
Highway,Wet,Sunny,66,80,Truck,34,43,75,0,0,1,1,0,Low
Urban,Dry,Fog,67,50,Truck,22,99,44,1,1,0,0,1,Medium
Rural,Wet,Sunny,37,40,Bike,30,54,96,0,1,0,1,0,Low
Urban,Wet,Sunny,79,50,Truck,32,48,88,0,1,0,1,1,Medium
Urban,Dry,Rainy,70,50,Car,23,86,52,1,1,0,0,1,Medium
Rural,Wet,Sunny,41,40,Bus,33,43,64,1,1,1,1,0,Medium
Highway,Damaged,Sunny,112,80,Bike,29,50,64,1,0,1,0,1,Medium
Highway,Dry,Storm,114,80,Truck,22,80,44,0,1,1,1,1,Medium
Highway,Wet,Fog,62,80,Bike,19,89,39,0,1,0,1,1,Medium
Rural,Wet,Sunny,32,40,Truck,35,52,95,1,1,1,1,0,Medium
Highway,Wet,Rainy,96,80,Truck,24,94,44,1,0,1,0,0,Medium
Rural,Dry,Storm,55,40,Truck,20,90,44,0,1,0,1,0,Medium
Highway,Wet,Storm,104,80,Truck,21,92,40,1,0,1,0,0,Medium
Rural,Dry,Fog,24,40,Truck,23,98,41,1,1,1,0,1,Medium
Urban,Wet,Rainy,45,50,Bus,25,90,62,1,1,1,0,1,Medium
Rural,Dry,Sunny,40,40,Bike,37,35,72,0,1,1,0,0,Low
Urban,Dry,Sunny,79,50,Bus,30,43,87,0,1,0,0,1,Low
Highway,Dry,Sunny,113,80,Car,34,35,90,1,1,0,1,1,Medium
Urban,Dry,Fog,42,50,Truck,20,92,26,1,0,1,1,1,Medium
Highway,Dry,Rainy,109,80,Bus,26,93,66,0,1,1,1,1,Medium
Highway,Dry,Rainy,97,80,Car,23,88,41,0,0,0,1,1,Medium
Urban,Wet,Cloudy,50,50,Bike,27,57,73,0,0,0,1,1,Low
Highway,Dry,Sunny,116,80,Bus,31,50,84,1,1,1,1,1,Medium
Urban,Dry,Sunny,42,50,Car,28,46,97,1,1,1,1,1,Low
Rural,Damaged,Rainy,38,40,Car,24,75,30,0,1,1,1,0,High
Rural,Dry,Rainy,40,40,Bus,25,78,62,1,1,1,0,1,Medium
Urban,Dry,Fog,51,50,Car,19,85,13,1,0,0,1,1,Medium
Highway,Dry,Cloudy,119,80,Bus,25,44,97,0,1,1,1,1,Medium
Urban,Dry,Storm,32,50,Car,27,99,35,0,1,0,0,1,Medium
Highway,Dry,Rainy,65,80,Bike,22,94,55,0,1,0,1,1,Low
Highway,Wet,Cloudy,114,80,Bike,29,40,72,0,0,1,0,1,Medium
Highway,Dry,Rainy,85,80,Car,24,90,35,1,1,1,1,0,High
Rural,Wet,Rainy,65,40,Truck,27,70,31,1,0,0,0,0,High
Urban,Dry,Sunny,75,50,Car,33,52,84,1,0,0,1,1,Low
Urban,Damaged,Rainy,63,50,Bus,22,72,57,0,0,0,1,1,Medium
Urban,Dry,Storm,71,50,Car,26,80,26,0,1,1,0,1,Medium
Highway,Wet,Sunny,104,80,Bus,28,32,62,1,0,1,0,0,Medium
Rural,Wet,Rainy,40,40,Bike,27,91,56,1,0,0,0,0,Medium
Rural,Dry,Fog,55,40,Bike,23,95,33,0,0,0,1,1,Medium
Rural,Damaged,Cloudy,31,40,Truck,29,61,79,0,1,1,0,1,Low
Rural,Wet,Sunny,21,40,Truck,28,47,71,1,1,0,0,0,Low
Rural,Damaged,Cloudy,62,40,Bike,31,54,97,0,1,0,1,1,Medium
Urban,Damaged,Sunny,31,50,Truck,33,48,68,1,0,0,1,1,Low
Highway,Dry,Rainy,118,80,Car,27,87,37,0,1,1,1,0,High
Urban,Damaged,Cloudy,61,50,Bike,31,54,68,0,1,1,1,0,Medium
Highway,Wet,Cloudy,109,80,Bike,25,67,66,0,0,0,0,0,Medium
Urban,Wet,Rainy,60,50,Truck,29,76,36,0,1,0,1,1,High
Rural,Dry,Cloudy,29,40,Truck,25,42,63,0,1,0,1,1,Low
Urban,Wet,Sunny,68,50,Bus,34,59,82,1,1,0,1,0,Medium
Rural,Dry,Fog,62,40,Bus,23,92,10,1,0,0,0,1,Medium
Rural,Dry,Sunny,28,40,Truck,31,42,79,0,0,0,1,0,Low
Urban,Dry,Cloudy,65,50,Bike,27,55,97,0,1,0,1,1,Low
Rural,Dry,Rainy,22,40,Bus,22,80,60,1,1,1,0,1,Medium
Rural,Dry,Fog,32,40,Bike,20,95,15,0,1,0,1,0,Medium
Highway,Wet,Sunny,95,80,Truck,37,32,61,1,0,1,0,1,Medium
Highway,Damaged,Fog,61,80,Truck,21,89,38,1,1,1,0,1,High
Urban,Dry,Storm,45,50,Bus,23,96,41,1,1,0,1,1,Medium
Rural,Dry,Fog,61,40,Truck,21,88,10,0,0,1,0,1,Medium
Highway,Dry,Storm,99,80,Truck,20,86,42,0,1,0,1,1,Medium
Urban,Dry,Storm,37,50,Truck,22,92,33,0,0,1,1,0,Medium
Highway,Dry,Fog,114,80,Bus,18,88,22,0,1,1,1,0,High
Rural,Dry,Sunny,49,40,Bike,39,44,74,1,1,1,1,0,Medium
Urban,Wet,Storm,42,50,Truck,21,93,48,0,1,0,0,0,Medium
Urban,Wet,Fog,62,50,Truck,18,89,22,1,0,1,1,0,High
Highway,Dry,Storm,106,80,Truck,24,84,29,0,0,0,0,0,Medium
Urban,Wet,Sunny,31,50,Truck,31,59,61,1,0,0,1,1,Low
Highway,Damaged,Cloudy,65,80,Car,27,63,93,1,1,1,1,0,Medium
Rural,Dry,Cloudy,42,40,Truck,26,58,70,1,1,1,0,1,Medium
Urban,Dry,Cloudy,31,50,Bike,24,54,83,0,0,1,1,1,Low
Rural,Dry,Rainy,39,40,Car,29,76,51,0,1,1,1,0,Medium
Rural,Wet,Sunny,51,40,Truck,32,49,65,1,1,0,0,0,Medium
Urban,Dry,Cloudy,32,50,Bike,28,42,64,0,1,0,1,0,Low
Highway,Dry,Storm,75,80,Car,20,90,29,1,1,0,0,1,Medium
Highway,Dry,Rainy,85,80,Car,27,82,39,0,1,1,0,1,Medium
Rural,Dry,Fog,24,40,Bus,24,96,21,1,1,0,0,1,Medium
Highway,Wet,Cloudy,103,80,Truck,27,52,77,1,0,1,0,0,Medium
Urban,Dry,Storm,50,50,Truck,21,88,37,0,0,0,1,1,Medium
Highway,Dry,Rainy,98,80,Bike,23,94,65,1,0,1,0,1,Medium
Highway,Wet,Storm,85,80,Bus,20,98,39,1,1,0,0,0,High
Urban,Dry,Fog,47,50,Truck,23,92,22,0,0,1,0,1,Medium
Rural,Wet,Storm,21,40,Bike,20,94,31,0,1,1,1,0,High
Highway,Damaged,Fog,98,80,Car,18,96,45,1,0,0,0,1,Medium
Urban,Dry,Rainy,57,50,Bus,27,87,64,1,1,0,0,1,Medium
Rural,Wet,Cloudy,31,40,Car,27,61,65,0,0,1,0,1,Low
Rural,Wet,Storm,57,40,Car,22,82,49,1,1,0,0,1,Medium
Urban,Dry,Cloudy,43,50,Bus,28,54,89,0,0,1,1,1,Low
Highway,Dry,Fog,105,80,Bike,23,90,14,1,0,0,0,0,Medium
Rural,Dry,Fog,30,40,Car,22,89,46,0,1,1,0,1,Low
Urban,Dry,Fog,78,50,Car,21,85,30,0,0,0,0,0,Medium
Rural,Dry,Rainy,56,40,Bus,28,82,42,1,0,1,1,1,Medium
Rural,Damaged,Fog,63,40,Truck,23,87,37,1,0,1,1,1,High
Urban,Wet,Storm,62,50,Bike,22,93,18,1,0,1,0,0,High
Rural,Damaged,Fog,57,40,Truck,19,96,16,1,0,1,0,0,High
Rural,Dry,Sunny,55,40,Car,28,36,80,0,0,0,0,0,Low
Urban,Dry,Fog,49,50,Bus,20,90,49,0,0,1,1,1,Low
Highway,Dry,Fog,96,80,Bus,19,86,13,0,0,1,0,0,Medium
Highway,Wet,Cloudy,66,80,Truck,27,51,64,0,0,0,0,1,Low
Rural,Dry,Cloudy,51,40,Car,28,48,96,0,1,0,0,1,Low
Urban,Dry,Rainy,64,50,Bike,29,88,31,1,0,1,0,0,Medium
Highway,Dry,Sunny,116,80,Bike,30,46,79,0,0,0,0,0,Low
Rural,Dry,Sunny,45,40,Truck,31,40,63,0,0,0,1,1,Low
Highway,Dry,Storm,70,80,Bus,23,91,24,1,1,0,0,0,Medium
Urban,Damaged,Cloudy,40,50,Truck,26,52,61,1,0,1,0,0,Low
Highway,Dry,Storm,66,80,Bike,21,82,30,0,0,0,0,1,Medium
Urban,Dry,Storm,78,50,Bus,27,89,28,1,1,1,1,1,High
Highway,Wet,Sunny,75,80,Bike,39,49,76,1,1,1,0,0,Medium
Rural,Dry,Rainy,44,40,Car,27,90,47,0,1,1,0,0,Medium
Highway,Wet,Cloudy,119,80,Truck,25,41,95,0,1,1,0,1,Medium
Rural,Wet,Storm,32,40,Bus,23,84,30,1,0,1,1,0,High
Highway,Dry,Storm,89,80,Truck,25,83,49,0,1,0,1,0,Medium
Rural,Damaged,Rainy,42,40,Bus,24,75,32,1,0,0,1,0,High
Urban,Dry,Storm,50,50,Bike,23,80,19,0,0,1,0,0,Medium
Rural,Damaged,Storm,35,40,Bike,25,82,24,1,1,0,0,1,Medium
Rural,Dry,Cloudy,32,40,Truck,28,63,84,1,0,1,0,0,Low
Urban,Damaged,Rainy,73,50,Bus,22,87,43,0,0,1,0,1,Medium
Rural,Damaged,Rainy,20,40,Truck,25,70,44,0,0,0,0,0,Medium
Rural,Wet,Storm,22,40,Car,26,92,23,1,0,1,1,0,High
Highway,Wet,Rainy,87,80,Truck,28,79,50,0,1,1,0,0,Medium
Urban,Wet,Storm,38,50,Truck,21,96,42,0,0,1,1,1,Medium
Rural,Dry,Fog,22,40,Truck,18,86,28,0,1,1,1,0,Medium
Urban,Dry,Storm,67,50,Truck,22,82,28,1,0,0,1,0,Medium
Rural,Dry,Cloudy,55,40,Bike,27,49,92,1,1,0,1,1,Medium
Rural,Wet,Cloudy,58,40,Truck,27,55,74,1,1,0,1,1,Medium
Urban,Wet,Sunny,41,50,Truck,39,55,64,1,0,1,0,1,Low
Rural,Dry,Sunny,49,40,Car,37,42,73,1,1,0,0,1,Low
Rural,Dry,Cloudy,27,40,Car,31,69,81,1,0,1,0,0,Low
Urban,Dry,Sunny,48,50,Truck,28,45,74,1,0,0,0,0,Low
Urban,Dry,Storm,31,50,Bus,26,80,25,0,1,0,1,0,Medium
Rural,Damaged,Sunny,57,40,Bike,28,33,77,0,1,0,1,0,Medium
Highway,Dry,Sunny,107,80,Bike,28,35,62,1,0,0,1,1,Low
Highway,Dry,Rainy,95,80,Car,22,84,48,1,0,0,1,1,Medium
Urban,Dry,Storm,34,50,Car,20,83,30,0,1,1,1,0,Medium
Urban,Dry,Cloudy,50,50,Bus,31,42,60,1,0,1,0,1,Low
Urban,Damaged,Rainy,41,50,Bike,25,80,44,1,0,0,0,1,Medium
Urban,Dry,Rainy,40,50,Truck,28,88,43,0,1,0,0,1,Low
Urban,Wet,Cloudy,43,50,Bike,24,64,95,1,1,0,0,1,Low
Rural,Dry,Rainy,64,40,Car,24,94,31,0,0,0,0,0,Medium
Rural,Dry,Rainy,46,40,Bus,29,88,41,1,0,0,0,1,Medium
Rural,Dry,Rainy,36,40,Bus,25,82,67,0,0,1,0,0,Low
Urban,Wet,Cloudy,34,50,Car,24,63,97,0,0,1,0,0,Low
Urban,Wet,Storm,49,50,Truck,22,94,28,1,0,0,1,1,Medium
Highway,Dry,Storm,118,80,Bus,21,88,19,1,0,1,0,1,Medium
Highway,Dry,Cloudy,77,80,Bike,28,43,98,0,0,1,0,1,Low
Rural,Dry,Cloudy,23,40,Car,24,41,97,1,0,0,1,0,Low
Rural,Damaged,Rainy,45,40,Bike,26,89,57,1,1,0,1,1,High
Urban,Dry,Cloudy,32,50,Truck,24,49,65,1,1,0,1,1,Low
Urban,Dry,Fog,40,50,Bike,18,97,48,1,0,0,1,1,Low
Rural,Dry,Sunny,31,40,Truck,39,43,86,1,1,1,1,1,Low
Urban,Wet,Cloudy,70,50,Car,27,53,73,1,1,1,1,0,Medium
Rural,Dry,Cloudy,28,40,Bus,31,52,94,1,0,0,1,1,Low
Highway,Damaged,Fog,106,80,Bus,19,89,27,0,0,1,0,1,High
Urban,Dry,Cloudy,79,50,Car,28,68,74,0,0,0,1,0,Low
Highway,Dry,Storm,63,80,Car,21,91,16,0,0,0,0,0,Medium
Urban,Wet,Sunny,51,50,Bus,34,38,68,1,0,1,1,0,Medium
Rural,Wet,Rainy,23,40,Car,29,93,55,0,0,0,0,1,Medium
Urban,Dry,Cloudy,37,50,Car,24,54,83,1,0,0,0,0,Low
Highway,Wet,Sunny,97,80,Bus,38,44,87,1,0,0,1,1,Medium
Highway,Dry,Storm,74,80,Car,24,95,43,1,0,1,0,1,Low
Rural,Dry,Cloudy,34,40,Bike,27,55,62,1,0,1,1,0,Low
Rural,Wet,Cloudy,59,40,Bike,31,59,67,1,0,1,0,0,Medium
Rural,Dry,Sunny,28,40,Bus,28,37,95,0,1,0,0,1,Low
Urban,Damaged,Storm,58,50,Bike,21,93,46,0,1,1,1,1,High
Urban,Dry,Storm,67,50,Bike,23,98,45,1,1,1,1,1,Medium
Rural,Wet,Cloudy,62,40,Bus,31,62,64,0,1,0,1,1,Medium
Urban,Dry,Cloudy,70,50,Bike,24,68,72,0,0,1,0,0,Low
Highway,Wet,Storm,63,80,Bus,26,94,21,1,0,0,0,0,Medium
Highway,Wet,Rainy,104,80,Bike,27,70,62,1,0,1,1,1,High
Highway,Dry,Storm,81,80,Bike,20,91,49,0,0,1,0,1,Medium
Rural,Wet,Rainy,57,40,Bus,29,81,50,1,0,1,0,0,Medium
Urban,Dry,Fog,47,50,Car,23,93,47,1,1,1,1,1,Medium
Rural,Dry,Sunny,20,40,Bike,34,51,92,1,0,0,0,0,Low
Urban,Wet,Rainy,51,50,Truck,28,83,32,1,0,0,0,1,High
Highway,Dry,Sunny,112,80,Bike,29,49,92,1,0,1,1,1,Medium
Rural,Wet,Sunny,29,40,Bike,28,42,70,0,1,1,0,0,Low
Highway,Dry,Storm,73,80,Bike,21,90,34,1,1,0,0,0,Medium
Highway,Dry,Cloudy,117,80,Bus,27,53,98,0,0,0,0,1,Low
Urban,Dry,Sunny,71,50,Bus,29,41,92,1,1,0,0,0,Low
Rural,Wet,Cloudy,43,40,Truck,31,40,86,0,0,1,0,0,Medium
Rural,Dry,Sunny,43,40,Car,32,56,64,0,0,1,0,1,Low
Rural,Dry,Storm,27,40,Bus,21,91,20,1,0,1,1,1,Medium
Urban,Damaged,Storm,78,50,Car,20,91,24,1,1,1,1,0,High
Rural,Dry,Cloudy,56,40,Bike,28,67,68,0,1,1,1,1,Medium
Urban,Dry,Storm,71,50,Car,23,96,15,0,1,0,0,1,Medium
Urban,Dry,Storm,71,50,Truck,26,91,35,0,1,1,1,1,High
Rural,Dry,Fog,66,40,Bike,18,97,28,1,1,1,1,0,High
Rural,Wet,Rainy,60,40,Bus,23,70,52,1,1,1,0,1,High
Urban,Damaged,Storm,74,50,Truck,26,80,31,0,0,0,0,1,High
Rural,Dry,Cloudy,30,40,Car,30,53,80,0,1,0,1,0,Low
Urban,Damaged,Cloudy,45,50,Bus,30,47,74,0,0,1,1,0,Low
Urban,Dry,Storm,73,50,Car,20,92,35,1,1,1,1,1,High
Highway,Wet,Storm,78,80,Car,22,91,21,1,1,0,0,1,Medium
Rural,Dry,Rainy,26,40,Bus,26,70,37,1,0,0,1,1,Medium
Rural,Wet,Cloudy,27,40,Truck,30,68,89,0,1,0,1,0,Low
Rural,Dry,Fog,67,40,Truck,19,86,44,1,1,1,1,1,Medium
Highway,Wet,Cloudy,60,80,Bus,30,41,79,0,1,1,0,0,Low
Rural,Dry,Storm,57,40,Bike,22,86,27,0,0,0,1,1,Medium
Rural,Dry,Fog,54,40,Bike,22,87,12,1,0,0,1,0,Medium
Rural,Dry,Rainy,41,40,Truck,24,77,62,0,0,1,1,0,Medium
Rural,Wet,Sunny,54,40,Bus,32,36,80,1,1,1,0,1,Medium
Highway,Wet,Rainy,100,80,Bus,25,76,61,0,1,1,0,0,Medium
Urban,Wet,Fog,30,50,Truck,22,95,17,0,0,1,1,1,Medium
Highway,Dry,Storm,60,80,Car,24,88,40,1,0,1,1,1,Medium
Highway,Damaged,Fog,74,80,Bus,24,96,10,0,1,1,1,1,High
Highway,Dry,Sunny,81,80,Car,30,42,74,1,0,0,0,0,Low
Rural,Damaged,Rainy,21,40,Bus,29,84,33,1,0,1,0,0,Medium
Highway,Wet,Cloudy,110,80,Truck,25,56,92,1,1,0,1,0,Medium
Urban,Dry,Fog,79,50,Car,24,95,32,0,0,0,0,1,Medium
Urban,Dry,Rainy,50,50,Bus,29,92,35,0,1,1,0,0,Medium
Urban,Dry,Sunny,52,50,Bus,38,45,87,0,1,0,0,0,Low
Urban,Wet,Fog,44,50,Truck,18,98,11,1,0,1,0,0,Medium
Highway,Damaged,Storm,85,80,Bus,27,97,22,0,1,1,0,1,High
Rural,Dry,Rainy,55,40,Truck,25,83,40,1,1,0,1,1,Medium
Highway,Damaged,Rainy,117,80,Truck,25,76,42,0,1,0,0,0,Medium
Urban,Dry,Storm,47,50,Bus,26,87,39,1,0,0,1,0,Medium
Rural,Dry,Sunny,63,40,Truck,32,55,73,0,0,0,0,0,Low
Rural,Dry,Storm,44,40,Truck,22,88,37,1,0,1,1,0,High
Urban,Dry,Fog,33,50,Car,23,97,21,1,0,1,1,0,Medium
Rural,Wet,Rainy,63,40,Bike,23,72,62,0,0,1,0,0,Medium
Highway,Dry,Fog,74,80,Bus,20,91,45,0,1,0,1,0,Low
Rural,Wet,Sunny,67,40,Truck,39,47,97,0,1,0,0,0,Medium
Rural,Wet,Cloudy,60,40,Car,30,61,97,0,0,0,1,1,Medium
Urban,Dry,Rainy,54,50,Bus,25,80,33,0,1,1,0,1,Medium
Urban,Dry,Cloudy,65,50,Truck,28,65,62,0,1,0,0,1,Low
Rural,Dry,Cloudy,42,40,Bike,30,57,77,1,0,0,0,1,Low
Urban,Wet,Cloudy,30,50,Car,26,65,81,0,0,1,1,0,Low
Highway,Wet,Sunny,88,80,Truck,29,58,84,0,0,0,1,1,Medium
Urban,Damaged,Cloudy,59,50,Bus,28,47,75,1,0,1,1,1,Medium
Rural,Wet,Sunny,62,40,Truck,34,30,82,0,0,1,0,0,Medium
Urban,Wet,Rainy,78,50,Bike,22,81,66,0,1,1,0,0,Medium
Highway,Wet,Cloudy,118,80,Truck,29,67,77,1,1,1,0,0,Medium
Highway,Dry,Fog,108,80,Bus,21,88,37,0,0,1,1,0,Medium
Urban,Damaged,Storm,38,50,Truck,22,91,31,0,0,1,1,0,Medium
Urban,Dry,Fog,63,50,Truck,18,93,26,0,0,1,0,1,Medium
Highway,Damaged,Sunny,66,80,Bus,35,36,96,1,1,1,0,0,Medium
Urban,Wet,Storm,76,50,Truck,27,94,36,0,1,0,0,1,High
Rural,Dry,Sunny,68,40,Car,29,46,87,0,1,0,0,0,Low
Urban,Dry,Rainy,71,50,Bike,26,91,46,0,1,1,1,0,Medium
Highway,Wet,Storm,101,80,Bike,25,89,40,1,1,1,1,1,High
Highway,Damaged,Sunny,100,80,Bus,38,53,95,0,0,0,0,0,Medium
Urban,Dry,Sunny,58,50,Car,36,48,72,1,0,0,0,1,Low
Urban,Damaged,Sunny,77,50,Bus,33,49,85,1,1,1,0,0,Medium
Rural,Wet,Fog,63,40,Bike,20,95,49,0,1,0,0,1,Medium
Rural,Damaged,Rainy,61,40,Truck,29,83,34,1,0,1,1,0,High
Highway,Damaged,Cloudy,75,80,Truck,26,55,81,0,1,0,0,0,Low
Rural,Dry,Fog,39,40,Bus,22,91,12,1,1,0,0,1,Medium
Highway,Dry,Rainy,77,80,Bus,27,76,38,1,0,1,1,0,Medium
Urban,Dry,Cloudy,63,50,Bike,27,68,72,1,0,0,1,1,Low
Highway,Dry,Rainy,104,80,Bus,23,76,38,0,0,1,1,1,Medium
Urban,Dry,Rainy,56,50,Car,25,78,55,1,0,1,0,1,Medium
Highway,Dry,Sunny,113,80,Bike,29,46,64,1,1,0,1,1,Medium
Urban,Wet,Cloudy,69,50,Bus,24,47,73,1,0,1,1,1,Medium
Urban,Dry,Cloudy,60,50,Truck,29,53,75,0,1,0,1,0,Low
Rural,Wet,Sunny,55,40,Car,33,37,90,1,0,1,0,0,Medium
Urban,Dry,Storm,32,50,Bike,22,82,26,1,1,0,0,1,Medium
Highway,Dry,Fog,66,80,Truck,18,93,44,1,0,1,1,1,Medium
Rural,Dry,Rainy,33,40,Truck,27,86,45,1,0,0,0,0,Low
Urban,Damaged,Sunny,35,50,Bus,35,39,94,0,1,1,0,0,Low
Rural,Dry,Sunny,36,40,Truck,38,51,92,0,0,1,0,1,Low
Highway,Wet,Storm,112,80,Truck,21,81,24,1,0,1,1,1,High
Highway,Dry,Cloudy,78,80,Bike,24,69,72,0,0,0,0,0,Low
Rural,Damaged,Rainy,42,40,Truck,24,89,66,0,0,0,1,0,Medium
Highway,Dry,Fog,106,80,Bike,20,93,36,0,1,0,1,0,Medium
Urban,Damaged,Cloudy,63,50,Truck,27,49,97,1,0,0,1,1,Medium
Urban,Dry,Rainy,62,50,Bike,24,86,47,0,1,0,1,0,Medium
Urban,Wet,Cloudy,61,50,Car,30,57,63,0,0,0,0,0,Medium
Urban,Dry,Cloudy,35,50,Truck,26,69,80,1,0,1,0,0,Low
Rural,Damaged,Sunny,26,40,Car,33,50,96,1,1,0,0,0,Low
Urban,Dry,Fog,59,50,Truck,23,91,48,1,0,1,1,0,Medium
Urban,Dry,Rainy,48,50,Truck,27,85,63,0,1,0,1,0,Low
Rural,Dry,Cloudy,38,40,Bus,27,59,72,0,1,0,1,0,Low
Highway,Damaged,Cloudy,83,80,Truck,29,58,74,1,1,0,0,0,Medium
Highway,Dry,Sunny,68,80,Car,37,41,98,1,0,0,0,0,Low
Urban,Dry,Fog,64,50,Bike,18,86,40,0,1,1,1,0,Medium
Urban,Dry,Sunny,55,50,Bus,31,48,63,0,1,0,1,1,Low
Urban,Dry,Cloudy,73,50,Car,29,52,95,0,0,0,1,0,Low
Highway,Dry,Fog,73,80,Truck,22,88,35,1,1,1,1,1,Medium
Urban,Wet,Storm,40,50,Bus,27,86,16,0,1,1,1,1,High
Highway,Dry,Fog,78,80,Bus,23,96,38,0,0,0,1,0,Medium
Urban,Dry,Storm,39,50,Bike,26,91,27,0,1,1,1,1,Medium
Highway,Wet,Sunny,103,80,Bike,32,51,83,0,1,1,1,0,Medium
Highway,Dry,Storm,99,80,Truck,27,95,32,0,1,1,0,0,Medium
Highway,Dry,Sunny,86,80,Car,35,49,61,1,0,0,1,1,Low
Highway,Dry,Sunny,73,80,Car,38,38,61,0,0,0,0,1,Low
Highway,Wet,Sunny,92,80,Car,28,55,60,1,1,0,1,0,Medium
Highway,Damaged,Rainy,100,80,Bus,28,93,52,0,0,0,1,1,Medium
Highway,Wet,Cloudy,79,80,Bus,30,43,65,1,1,0,0,1,Low
Urban,Dry,Storm,77,50,Truck,25,99,29,1,0,0,0,1,Medium
Highway,Dry,Cloudy,107,80,Bike,27,53,95,1,0,1,0,0,Low
Rural,Damaged,Storm,52,40,Car,23,98,41,1,1,1,1,1,High
Urban,Dry,Cloudy,30,50,Bus,28,42,79,1,0,1,0,0,Low
Highway,Dry,Storm,111,80,Bus,21,80,36,0,0,0,0,0,Medium
Highway,Wet,Cloudy,116,80,Car,28,49,91,1,0,0,0,0,Medium
Urban,Dry,Storm,38,50,Truck,23,88,39,0,1,1,1,1,Medium
Highway,Wet,Storm,101,80,Bike,24,93,46,1,0,1,0,0,Medium
Highway,Wet,Storm,73,80,Truck,24,90,21,1,1,1,0,0,High
Urban,Dry,Cloudy,60,50,Truck,27,48,76,1,0,0,1,1,Low
Rural,Wet,Storm,41,40,Car,21,99,43,0,1,1,1,0,High
Urban,Dry,Rainy,51,50,Bus,24,76,30,1,1,1,0,1,High
Rural,Wet,Storm,42,40,Car,21,85,14,1,0,1,0,0,High
Rural,Wet,Fog,29,40,Bike,19,87,17,1,0,1,1,1,High
Highway,Dry,Sunny,100,80,Car,37,34,62,0,0,0,0,1,Low
Highway,Damaged,Cloudy,93,80,Truck,28,59,97,0,0,1,0,1,Medium
Rural,Damaged,Storm,59,40,Truck,22,86,25,1,0,1,1,1,High
Urban,Dry,Cloudy,53,50,Bike,24,64,86,0,1,0,0,0,Low
Urban,Dry,Fog,45,50,Bike,19,94,47,0,1,0,1,1,Low
Urban,Wet,Cloudy,64,50,Car,31,50,72,1,0,0,1,0,Medium
Rural,Damaged,Rainy,33,40,Car,29,74,65,1,0,0,1,1,Medium
Highway,Dry,Rainy,67,80,Bike,28,76,63,1,1,0,0,1,Low
Rural,Damaged,Cloudy,28,40,Bike,28,55,61,0,0,0,1,1,Low
Highway,Wet,Fog,96,80,Bike,18,88,36,1,1,0,0,0,High
Highway,Damaged,Rainy,107,80,Bike,27,70,46,1,0,1,1,0,High
Highway,Dry,Cloudy,65,80,Bike,30,40,81,1,0,0,1,0,Low
Rural,Dry,Storm,69,40,Car,23,93,22,0,1,0,0,0,Medium
Highway,Dry,Sunny,108,80,Bus,34,41,64,1,1,0,0,1,Low
Highway,Damaged,Fog,106,80,Truck,24,91,26,1,1,1,0,1,High
Urban,Dry,Fog,75,50,Truck,22,99,49,1,0,0,1,0,Medium
Rural,Dry,Fog,41,40,Bike,23,88,26,1,0,1,0,1,Medium
Highway,Dry,Fog,74,80,Bus,19,97,46,0,0,0,0,0,Low
Highway,Dry,Sunny,108,80,Bus,33,47,89,0,1,1,0,1,Low
Rural,Damaged,Cloudy,48,40,Car,27,42,68,0,0,0,0,0,Medium
Highway,Wet,Sunny,105,80,Bike,31,56,67,0,1,1,1,1,Medium
Urban,Dry,Sunny,39,50,Bus,33,52,88,0,1,0,1,0,Low
Highway,Dry,Fog,89,80,Car,20,93,19,0,0,0,1,1,Medium
Highway,Dry,Rainy,62,80,Car,24,77,55,0,0,0,1,0,Low
Urban,Dry,Cloudy,57,50,Bus,31,64,75,0,1,1,1,1,Medium
Rural,Damaged,Storm,51,40,Bike,22,96,33,0,1,1,0,0,High
Urban,Dry,Fog,39,50,Bus,18,93,24,0,0,1,0,1,Medium
Rural,Wet,Fog,41,40,Bus,22,95,10,0,0,0,1,0,High
Urban,Dry,Rainy,42,50,Bus,26,88,47,1,0,0,1,0,Low
Highway,Dry,Storm,88,80,Car,24,80,22,1,0,0,0,1,Medium
Rural,Dry,Rainy,52,40,Car,27,77,44,0,0,1,0,0,Medium
Rural,Dry,Storm,23,40,Car,24,85,10,1,1,0,1,1,Medium
Rural,Dry,Sunny,20,40,Truck,33,38,72,1,1,0,1,0,Low
Highway,Damaged,Sunny,83,80,Bike,35,52,81,1,1,0,1,0,Medium
Highway,Damaged,Storm,96,80,Bike,22,84,28,1,1,0,1,1,High
Urban,Damaged,Sunny,51,50,Bike,38,47,99,1,0,1,0,1,Medium
Rural,Dry,Fog,55,40,Car,19,95,37,1,1,0,1,0,High
Urban,Wet,Sunny,54,50,Car,32,42,82,0,0,0,0,0,Medium
Urban,Wet,Fog,75,50,Bus,22,90,19,0,0,0,0,0,High
Urban,Dry,Storm,34,50,Car,25,85,26,0,1,1,0,1,Medium
